Age,Attrition,BusinessTravel,Department,Education,EducationField,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,EducationLabel,JobSatisfactionLabel,WorkLifeBalanceLabel,PerformanceLabel,JobLevelLabel
22,Yes,Travel_Rarely,Research & Development,2,Human Resources,Female,1,Laboratory Technician,1,Married,7221,No,3,7,1,2,7,6,College,Low,Good,Excellent,Junior
43,Yes,Travel_Frequently,Research & Development,5,Human Resources,Male,5,Research Scientist,1,Married,20000,Yes,3,27,2,3,16,3,Doctor,Low,Better,Excellent,Executive
37,No,Travel_Rarely,Research & Development,5,Other,Female,3,Laboratory Technician,2,Single,15746,No,3,30,1,3,30,19,Doctor,Medium,Better,Excellent,Senior
23,No,Travel_Rarely,Sales,1,Marketing,Male,2,Sales Representative,1,Single,14732,Yes,4,33,5,3,33,10,Below College,Low,Better,Outstanding,Mid
23,No,Travel_Rarely,Research & Development,3,Marketing,Male,3,Laboratory Technician,2,Single,17629,Yes,3,35,5,2,5,5,Bachelor,Medium,Good,Excellent,Senior
35,No,Travel_Rarely,Research & Development,2,Marketing,Female,2,Healthcare Representative,2,Single,11583,Yes,3,21,2,2,21,19,College,Medium,Good,Excellent,Mid
21,Yes,Travel_Rarely,Sales,5,Medical,Male,5,Sales Executive,2,Married,19000,No,4,25,0,2,13,3,Doctor,Medium,Good,Outstanding,Executive
34,No,Travel_Rarely,Human Resources,3,Technical Degree,Male,4,Manager,3,Single,16240,No,3,25,6,4,2,2,Bachelor,High,Best,Excellent,Lead
31,No,Travel_Rarely,Research & Development,2,Other,Male,5,Research Scientist,4,Single,20000,No,3,21,0,3,11,11,College,Very High,Better,Excellent,Executive
31,No,Non-Travel,Research & Development,4,Other,Male,1,Laboratory Technician,2,Divorced,13146,No,3,35,5,2,35,10,Master,Medium,Good,Excellent,Junior
30,Yes,Travel_Frequently,Human Resources,4,Human Resources,Female,5,Manager,1,Married,16112,No,3,11,6,3,11,2,Master,Low,Better,Excellent,Executive
24,No,Travel_Rarely,Human Resources,2,Life Sciences,Male,2,Manager,1,Married,10732,No,4,16,2,4,1,1,College,Low,Best,Outstanding,Mid
32,Yes,Travel_Rarely,Research & Development,1,Marketing,Female,3,Laboratory Technician,2,Married,15237,No,3,33,0,1,1,1,Below College,Medium,Bad,Excellent,Senior
36,No,Travel_Rarely,Research & Development,2,Other,Female,4,Research Scientist,2,Divorced,16367,No,4,14,6,4,14,10,College,Medium,Best,Outstanding,Lead
52,No,Travel_Rarely,Research & Development,2,Other,Male,5,Research Scientist,1,Single,20000,No,4,22,6,2,22,15,College,Low,Good,Outstanding,Executive
34,No,Travel_Rarely,Research & Development,1,Life Sciences,Female,5,Research Scientist,2,Married,18931,No,3,35,3,2,28,18,Below College,Medium,Good,Excellent,Executive
52,No,Travel_Frequently,Research & Development,1,Human Resources,Male,3,Research Director,4,Married,15026,No,3,16,0,4,16,4,Below College,Very High,Best,Excellent,Senior
36,No,Travel_Rarely,Research & Development,3,Other,Female,4,Research Scientist,4,Single,17696,Yes,3,31,2,3,31,13,Bachelor,Very High,Better,Excellent,Lead
37,No,Travel_Rarely,Sales,3,Other,Male,5,Sales Representative,3,Married,19000,No,3,29,6,2,6,6,Bachelor,High,Good,Excellent,Executive
53,Yes,Travel_Frequently,Human Resources,1,Technical Degree,Female,5,Human Resources,2,Divorced,17208,No,3,29,5,2,29,2,Below College,Medium,Good,Excellent,Executive
52,No,Non-Travel,Human Resources,4,Life Sciences,Male,2,Human Resources,3,Divorced,12307,No,3,27,3,4,27,3,Master,High,Best,Excellent,Mid
49,No,Non-Travel,Sales,4,Human Resources,Male,2,Sales Executive,3,Single,14252,No,3,30,1,3,13,13,Master,High,Better,Excellent,Mid
57,No,Travel_Frequently,Research & Development,2,Human Resources,Female,1,Healthcare Representative,3,Single,10925,No,3,29,1,4,29,15,College,High,Best,Excellent,Junior
41,No,Travel_Rarely,Sales,5,Marketing,Female,3,Manager,2,Divorced,13196,No,3,16,1,4,16,3,Doctor,Medium,Best,Excellent,Senior
34,No,Travel_Frequently,Sales,2,Technical Degree,Male,4,Manager,3,Married,19000,No,4,31,5,3,31,18,College,High,Better,Outstanding,Lead
24,No,Non-Travel,Research & Development,2,Human Resources,Male,5,Healthcare Representative,4,Single,18469,Yes,3,14,6,3,5,5,College,Very High,Better,Excellent,Executive
18,Yes,Non-Travel,Sales,5,Technical Degree,Female,5,Sales Executive,3,Married,19000,No,4,23,2,1,23,12,Doctor,High,Bad,Outstanding,Executive
52,No,Non-Travel,Research & Development,1,Marketing,Female,1,Research Director,4,Single,6609,No,3,6,1,4,5,0,Below College,Very High,Best,Excellent,Junior
49,No,Travel_Rarely,Research & Development,4,Life Sciences,Female,5,Laboratory Technician,4,Single,19432,Yes,3,26,0,3,26,11,Master,Very High,Better,Excellent,Executive
53,No,Travel_Rarely,Research & Development,2,Other,Female,3,Laboratory Technician,2,Divorced,16659,No,3,33,1,2,17,3,College,Medium,Good,Excellent,Senior
30,Yes,Travel_Rarely,Sales,5,Other,Female,1,Sales Representative,3,Single,9967,No,3,32,6,1,23,10,Doctor,High,Bad,Excellent,Junior
23,No,Non-Travel,Sales,3,Medical,Female,3,Sales Executive,2,Single,16300,Yes,3,36,4,4,36,4,Bachelor,Medium,Best,Excellent,Senior
31,No,Travel_Rarely,Research & Development,2,Medical,Male,1,Laboratory Technician,4,Single,12295,No,3,36,5,3,23,1,College,Very High,Better,Excellent,Junior
54,No,Travel_Rarely,Human Resources,4,Medical,Male,5,Human Resources,1,Married,17600,No,3,37,4,1,37,16,Master,Low,Bad,Excellent,Executive
32,No,Non-Travel,Research & Development,1,Other,Female,1,Laboratory Technician,3,Single,9755,No,3,33,1,1,33,7,Below College,High,Bad,Excellent,Junior
21,No,Travel_Frequently,Sales,2,Technical Degree,Female,2,Manager,2,Married,13689,Yes,3,39,6,2,39,5,College,Medium,Good,Excellent,Mid
57,No,Travel_Rarely,Research & Development,2,Medical,Male,4,Laboratory Technician,1,Married,18909,No,3,21,1,1,14,8,College,Low,Bad,Excellent,Lead
33,No,Travel_Rarely,Research & Development,5,Life Sciences,Male,5,Healthcare Representative,3,Divorced,20000,No,3,10,4,4,10,10,Doctor,High,Best,Excellent,Executive
45,No,Travel_Rarely,Research & Development,3,Human Resources,Female,4,Research Director,3,Single,16065,Yes,3,21,6,3,21,10,Bachelor,High,Better,Excellent,Lead
33,No,Travel_Rarely,Sales,3,Technical Degree,Male,5,Sales Representative,2,Divorced,19000,Yes,4,36,5,1,23,15,Bachelor,Medium,Bad,Outstanding,Executive
21,No,Travel_Rarely,Research & Development,1,Other,Male,4,Laboratory Technician,1,Single,14784,No,4,13,5,1,0,0,Below College,Low,Bad,Outstanding,Lead
43,Yes,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Laboratory Technician,2,Married,16672,No,4,38,1,4,17,1,Master,Medium,Best,Outstanding,Mid
45,No,Travel_Rarely,Human Resources,1,Other,Male,4,Human Resources,3,Married,15419,Yes,3,27,5,2,11,9,Below College,High,Good,Excellent,Lead
49,No,Travel_Rarely,Sales,2,Technical Degree,Male,1,Manager,3,Single,11492,No,3,30,3,2,27,11,College,High,Good,Excellent,Junior
19,No,Travel_Rarely,Research & Development,2,Technical Degree,Male,4,Laboratory Technician,4,Married,20000,No,3,39,6,3,39,7,College,Very High,Better,Excellent,Lead
48,No,Travel_Frequently,Human Resources,3,Technical Degree,Male,5,Manager,3,Single,17600,No,3,34,6,4,6,6,Bachelor,High,Best,Excellent,Executive
20,No,Travel_Frequently,Sales,4,Marketing,Female,3,Manager,3,Single,14942,Yes,3,39,5,2,22,9,Master,High,Good,Excellent,Senior
25,No,Travel_Rarely,Human Resources,5,Human Resources,Male,4,Human Resources,1,Married,16034,No,3,21,6,3,20,12,Doctor,Low,Better,Excellent,Lead
41,No,Travel_Rarely,Research & Development,4,Medical,Female,4,Healthcare Representative,1,Married,17373,Yes,3,33,4,3,33,16,Master,Low,Better,Excellent,Lead
32,No,Travel_Frequently,Sales,2,Marketing,Female,4,Sales Executive,4,Single,14280,No,3,10,2,2,10,6,College,Very High,Good,Excellent,Lead
48,No,Travel_Rarely,Sales,5,Human Resources,Male,5,Sales Representative,4,Single,19000,No,3,21,4,4,21,2,Doctor,Very High,Best,Excellent,Executive
26,No,Travel_Rarely,Research & Development,4,Other,Female,4,Research Director,4,Single,17941,No,3,34,0,1,34,19,Master,Very High,Bad,Excellent,Lead
56,No,Non-Travel,Sales,4,Medical,Male,5,Manager,2,Married,19000,No,3,28,3,2,28,12,Master,Medium,Good,Excellent,Executive
19,No,Non-Travel,Research & Development,5,Marketing,Female,5,Research Director,2,Married,20000,No,3,27,2,1,27,18,Doctor,Medium,Bad,Excellent,Executive
25,No,Travel_Rarely,Sales,2,Marketing,Male,3,Manager,4,Single,15476,No,3,29,1,1,17,6,College,Very High,Bad,Excellent,Senior
24,No,Travel_Rarely,Research & Development,4,Life Sciences,Female,1,Research Scientist,2,Single,9656,Yes,4,18,6,4,13,8,Master,Medium,Best,Outstanding,Junior
56,No,Travel_Rarely,Sales,5,Marketing,Female,5,Manager,3,Married,19000,No,3,22,0,4,17,17,Doctor,High,Best,Excellent,Executive
59,Yes,Travel_Rarely,Human Resources,2,Technical Degree,Male,2,Human Resources,4,Divorced,12061,Yes,3,27,0,3,27,12,College,Very High,Better,Excellent,Mid
33,Yes,Travel_Rarely,Human Resources,5,Other,Male,4,Human Resources,4,Married,17357,No,4,23,3,4,23,7,Doctor,Very High,Best,Outstanding,Lead
52,No,Travel_Rarely,Human Resources,5,Marketing,Female,2,Manager,2,Divorced,10078,No,3,20,2,3,7,7,Doctor,Medium,Better,Excellent,Mid
47,No,Non-Travel,Research & Development,4,Technical Degree,Female,4,Laboratory Technician,1,Single,16084,No,3,25,0,2,7,1,Master,Low,Good,Excellent,Lead
27,No,Travel_Rarely,Sales,2,Human Resources,Male,3,Sales Executive,4,Divorced,16967,No,3,27,2,1,3,3,College,Very High,Bad,Excellent,Senior
55,No,Travel_Rarely,Research & Development,4,Human Resources,Female,5,Laboratory Technician,2,Married,20000,No,3,38,2,4,26,17,Master,Medium,Best,Excellent,Executive
35,No,Travel_Rarely,Sales,1,Technical Degree,Male,1,Sales Representative,2,Divorced,11616,No,3,35,5,2,35,10,Below College,Medium,Good,Excellent,Junior
22,No,Non-Travel,Sales,1,Life Sciences,Female,5,Sales Executive,1,Single,19000,No,3,39,0,3,4,0,Below College,Low,Better,Excellent,Executive
46,No,Travel_Frequently,Sales,2,Life Sciences,Male,4,Manager,4,Married,17370,Yes,3,32,2,4,32,13,College,Very High,Best,Excellent,Lead
56,Yes,Travel_Frequently,Research & Development,5,Human Resources,Female,1,Research Scientist,1,Married,11012,No,3,33,3,1,33,15,Doctor,Low,Bad,Excellent,Junior
51,No,Travel_Rarely,Research & Development,4,Other,Male,5,Research Scientist,3,Married,20000,No,4,29,0,2,29,10,Master,High,Good,Outstanding,Executive
40,No,Travel_Rarely,Research & Development,4,Marketing,Male,1,Research Scientist,1,Divorced,10710,No,3,19,3,4,7,0,Master,Low,Best,Excellent,Junior
22,No,Travel_Rarely,Research & Development,2,Human Resources,Male,4,Research Scientist,1,Married,20000,Yes,3,38,3,4,38,6,College,Low,Best,Excellent,Lead
47,No,Travel_Rarely,Sales,2,Human Resources,Male,3,Sales Executive,2,Divorced,16523,No,4,25,2,2,25,15,College,Medium,Good,Outstanding,Senior
23,No,Travel_Rarely,Human Resources,1,Technical Degree,Male,3,Manager,1,Married,16191,Yes,3,36,2,3,36,13,Below College,Low,Better,Excellent,Senior
21,No,Travel_Rarely,Research & Development,3,Life Sciences,Male,5,Research Director,3,Married,20000,Yes,3,33,5,3,33,14,Bachelor,High,Better,Excellent,Executive
46,No,Non-Travel,Research & Development,2,Other,Female,2,Laboratory Technician,2,Single,12651,Yes,3,24,6,4,6,6,College,Medium,Best,Excellent,Mid
40,No,Travel_Rarely,Sales,3,Technical Degree,Male,4,Sales Executive,3,Divorced,19000,No,3,39,5,3,39,10,Bachelor,High,Better,Excellent,Lead
23,No,Travel_Rarely,Research & Development,2,Human Resources,Male,5,Research Director,1,Married,20000,No,3,27,0,3,27,15,College,Low,Better,Excellent,Executive
49,Yes,Travel_Rarely,Research & Development,5,Medical,Male,5,Research Scientist,3,Married,20000,No,3,38,5,2,38,18,Doctor,High,Good,Excellent,Executive
59,No,Non-Travel,Sales,5,Marketing,Male,3,Manager,3,Married,17977,Yes,3,38,1,3,38,16,Doctor,High,Better,Excellent,Senior
35,No,Travel_Rarely,Sales,1,Human Resources,Male,1,Sales Representative,1,Married,11025,No,3,27,0,3,27,5,Below College,Low,Better,Excellent,Junior
32,No,Travel_Rarely,Research & Development,1,Technical Degree,Male,4,Research Director,1,Divorced,15458,No,3,14,3,2,13,10,Below College,Low,Good,Excellent,Lead
57,Yes,Travel_Rarely,Research & Development,3,Medical,Male,1,Research Director,2,Single,11060,No,4,37,5,4,37,16,Bachelor,Medium,Best,Outstanding,Junior
49,No,Travel_Rarely,Sales,2,Medical,Male,4,Sales Representative,2,Single,18071,No,3,27,5,4,3,3,College,Medium,Best,Excellent,Lead
26,No,Travel_Frequently,Human Resources,4,Human Resources,Male,2,Manager,4,Single,12217,No,3,17,6,2,17,17,Master,Very High,Good,Excellent,Mid
54,No,Non-Travel,Sales,1,Other,Male,3,Manager,2,Divorced,15580,No,3,31,5,1,24,16,Below College,Medium,Bad,Excellent,Senior
27,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Research Scientist,1,Single,11562,No,3,11,2,2,6,6,Master,Low,Good,Excellent,Mid
37,No,Travel_Rarely,Human Resources,4,Medical,Male,5,Manager,3,Single,17600,No,3,37,3,1,37,4,Master,High,Bad,Excellent,Executive
23,No,Travel_Rarely,Research & Development,2,Marketing,Female,3,Research Scientist,3,Single,17232,No,3,31,5,3,27,10,College,High,Better,Excellent,Senior
20,No,Travel_Rarely,Research & Development,3,Technical Degree,Male,5,Healthcare Representative,2,Married,18268,No,3,8,4,4,4,3,Bachelor,Medium,Best,Excellent,Executive
59,No,Travel_Rarely,Research & Development,2,Technical Degree,Female,2,Laboratory Technician,2,Married,10534,No,3,13,4,1,2,2,College,Medium,Bad,Excellent,Mid
28,Yes,Travel_Rarely,Sales,1,Technical Degree,Male,4,Sales Executive,1,Single,17173,No,3,30,3,1,30,2,Below College,Low,Bad,Excellent,Lead
34,No,Travel_Rarely,Human Resources,4,Human Resources,Female,5,Manager,3,Divorced,17561,No,3,32,5,3,19,16,Master,High,Better,Excellent,Executive
49,No,Travel_Rarely,Research & Development,2,Technical Degree,Female,1,Research Director,4,Divorced,11642,Yes,4,31,6,4,18,6,College,Very High,Best,Outstanding,Junior
21,No,Travel_Rarely,Human Resources,2,Technical Degree,Male,4,Human Resources,4,Single,16550,No,3,18,1,3,10,3,College,Very High,Better,Excellent,Lead
21,No,Travel_Rarely,Sales,2,Marketing,Female,4,Sales Executive,2,Married,18752,Yes,3,39,6,4,39,12,College,Medium,Best,Excellent,Lead
34,No,Non-Travel,Sales,1,Life Sciences,Male,2,Sales Representative,4,Married,9602,Yes,3,15,1,4,2,2,Below College,Very High,Best,Excellent,Mid
58,No,Non-Travel,Sales,3,Other,Male,2,Sales Executive,1,Single,12411,Yes,3,22,0,3,22,0,Bachelor,Low,Better,Excellent,Mid
36,No,Travel_Rarely,Research & Development,2,Human Resources,Female,3,Research Scientist,4,Single,12045,No,3,9,0,1,6,6,College,Very High,Bad,Excellent,Senior
22,No,Travel_Rarely,Research & Development,1,Human Resources,Female,3,Healthcare Representative,2,Married,14104,No,3,22,6,2,22,19,Below College,Medium,Good,Excellent,Senior
49,No,Travel_Rarely,Human Resources,4,Technical Degree,Male,1,Human Resources,1,Married,7844,No,3,17,5,4,6,6,Master,Low,Best,Excellent,Junior
39,No,Travel_Rarely,Research & Development,5,Marketing,Male,4,Research Scientist,3,Single,20000,No,4,33,6,4,33,10,Doctor,High,Best,Outstanding,Lead
23,No,Non-Travel,Human Resources,1,Medical,Male,1,Human Resources,1,Divorced,9292,No,3,28,0,2,18,18,Below College,Low,Good,Excellent,Junior
52,No,Travel_Rarely,Sales,5,Technical Degree,Male,1,Sales Representative,2,Married,11396,No,4,23,2,2,8,2,Doctor,Medium,Good,Outstanding,Junior
39,Yes,Travel_Rarely,Human Resources,2,Technical Degree,Female,2,Human Resources,2,Married,10798,No,3,37,1,3,17,16,College,Medium,Better,Excellent,Mid
18,No,Travel_Frequently,Research & Development,2,Human Resources,Male,1,Research Director,4,Single,11380,No,3,24,3,4,24,11,College,Very High,Best,Excellent,Junior
37,No,Travel_Frequently,Research & Development,1,Human Resources,Male,1,Research Scientist,4,Married,11126,Yes,3,28,6,3,13,9,Below College,Very High,Better,Excellent,Junior
39,No,Travel_Frequently,Research & Development,5,Technical Degree,Male,5,Laboratory Technician,3,Single,20000,No,3,24,5,2,24,7,Doctor,High,Good,Excellent,Executive
28,No,Travel_Rarely,Research & Development,2,Human Resources,Male,3,Research Scientist,3,Married,17705,No,3,35,5,3,18,14,College,High,Better,Excellent,Senior
30,No,Travel_Rarely,Research & Development,4,Marketing,Male,3,Research Scientist,2,Divorced,17448,No,3,38,4,4,38,4,Master,Medium,Best,Excellent,Senior
59,No,Non-Travel,Sales,3,Medical,Female,4,Manager,2,Married,17242,No,3,39,1,1,14,3,Bachelor,Medium,Bad,Excellent,Lead
20,No,Travel_Rarely,Sales,3,Medical,Female,3,Sales Representative,2,Married,13291,No,3,33,1,1,15,15,Bachelor,Medium,Bad,Excellent,Senior
26,No,Non-Travel,Human Resources,2,Medical,Female,4,Manager,3,Married,14353,No,4,33,1,4,26,18,College,High,Best,Outstanding,Lead
29,No,Travel_Rarely,Research & Development,5,Technical Degree,Male,5,Laboratory Technician,2,Divorced,20000,No,3,39,6,3,39,3,Doctor,Medium,Better,Excellent,Executive
40,No,Travel_Rarely,Research & Development,2,Other,Female,3,Laboratory Technician,3,Married,11464,No,4,9,0,2,9,9,College,High,Good,Outstanding,Senior
31,No,Travel_Rarely,Research & Development,5,Technical Degree,Female,5,Healthcare Representative,2,Single,20000,Yes,3,37,2,2,3,3,Doctor,Medium,Good,Excellent,Executive
50,No,Non-Travel,Sales,4,Technical Degree,Female,3,Sales Executive,1,Married,15142,No,4,29,6,1,18,11,Master,Low,Bad,Outstanding,Senior
35,No,Travel_Rarely,Sales,5,Marketing,Male,3,Manager,1,Single,17984,No,3,27,3,3,27,2,Doctor,Low,Better,Excellent,Senior
58,No,Travel_Rarely,Research & Development,2,Medical,Male,5,Research Scientist,2,Divorced,20000,No,3,25,0,2,20,9,College,Medium,Good,Excellent,Executive
26,No,Travel_Rarely,Research & Development,4,Human Resources,Male,1,Research Scientist,1,Married,7360,No,3,14,6,2,13,13,Master,Low,Good,Excellent,Junior
40,No,Travel_Rarely,Sales,1,Human Resources,Male,1,Sales Executive,3,Married,9664,Yes,3,32,2,4,32,9,Below College,High,Best,Excellent,Junior
27,No,Non-Travel,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,4,Single,7993,Yes,3,9,1,3,9,9,Bachelor,Very High,Better,Excellent,Junior
36,No,Travel_Rarely,Sales,2,Life Sciences,Male,1,Manager,1,Married,13498,No,3,28,2,3,18,0,College,Low,Better,Excellent,Junior
22,No,Travel_Rarely,Research & Development,2,Other,Male,3,Laboratory Technician,4,Divorced,16621,No,3,29,0,2,29,2,College,Very High,Good,Excellent,Senior
40,No,Travel_Rarely,Sales,2,Human Resources,Female,2,Sales Executive,1,Single,13180,No,3,33,6,3,21,11,College,Low,Better,Excellent,Mid
47,No,Travel_Rarely,Research & Development,4,Medical,Male,5,Research Scientist,3,Married,20000,Yes,3,19,1,3,2,0,Master,High,Better,Excellent,Executive
42,No,Travel_Rarely,Sales,1,Technical Degree,Male,2,Manager,1,Divorced,13192,No,3,36,6,3,36,2,Below College,Low,Better,Excellent,Mid
45,No,Travel_Frequently,Research & Development,5,Human Resources,Female,2,Laboratory Technician,1,Married,12510,Yes,3,32,0,4,17,2,Doctor,Low,Best,Excellent,Mid
51,No,Travel_Rarely,Sales,1,Other,Female,4,Sales Executive,2,Married,15568,No,4,16,3,2,10,4,Below College,Medium,Good,Outstanding,Lead
42,No,Travel_Rarely,Sales,4,Other,Female,1,Sales Executive,4,Married,7321,No,3,19,1,1,1,1,Master,Very High,Bad,Excellent,Junior
27,No,Travel_Rarely,Research & Development,2,Human Resources,Female,3,Healthcare Representative,4,Married,13710,No,3,12,2,3,11,0,College,Very High,Better,Excellent,Senior
31,No,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Research Director,3,Single,11356,No,4,23,0,2,5,3,Bachelor,High,Good,Outstanding,Junior
59,No,Travel_Rarely,Research & Development,2,Medical,Female,1,Healthcare Representative,3,Single,12330,Yes,3,39,4,1,39,3,College,High,Bad,Excellent,Junior
47,No,Travel_Rarely,Sales,5,Human Resources,Male,2,Sales Executive,4,Married,14386,No,3,28,2,4,28,16,Doctor,Very High,Best,Excellent,Mid
58,No,Travel_Rarely,Research & Development,3,Technical Degree,Male,4,Laboratory Technician,2,Divorced,19735,No,3,29,2,2,29,13,Bachelor,Medium,Good,Excellent,Lead
42,Yes,Non-Travel,Human Resources,2,Technical Degree,Male,1,Manager,2,Single,9402,Yes,3,22,1,4,1,1,College,Medium,Best,Excellent,Junior
31,No,Travel_Rarely,Research & Development,3,Marketing,Male,5,Laboratory Technician,4,Single,19775,Yes,3,13,6,2,8,0,Bachelor,Very High,Good,Excellent,Executive
52,No,Travel_Rarely,Sales,1,Technical Degree,Male,5,Sales Executive,1,Married,16613,No,3,3,5,4,1,1,Below College,Low,Best,Excellent,Executive
51,No,Travel_Rarely,Research & Development,4,Human Resources,Female,1,Healthcare Representative,4,Divorced,9378,Yes,3,28,2,2,28,2,Master,Very High,Good,Excellent,Junior
27,No,Travel_Rarely,Sales,2,Human Resources,Female,2,Sales Executive,1,Single,12280,Yes,3,32,0,4,32,8,College,Low,Best,Excellent,Mid
52,No,Travel_Rarely,Sales,5,Technical Degree,Male,2,Sales Executive,4,Divorced,14807,No,3,21,4,1,9,3,Doctor,Very High,Bad,Excellent,Mid
28,No,Travel_Rarely,Human Resources,1,Life Sciences,Male,3,Human Resources,1,Single,15489,No,4,33,3,2,33,4,Below College,Low,Good,Outstanding,Senior
28,No,Travel_Frequently,Sales,2,Medical,Female,4,Manager,2,Divorced,16598,No,3,29,4,1,7,7,College,Medium,Bad,Excellent,Lead
38,No,Travel_Rarely,Research & Development,1,Other,Female,2,Laboratory Technician,4,Married,12737,No,4,36,0,3,36,8,Below College,Very High,Better,Outstanding,Mid
38,Yes,Travel_Frequently,Research & Development,5,Human Resources,Male,3,Laboratory Technician,3,Married,17600,Yes,4,32,1,1,32,2,Doctor,High,Bad,Outstanding,Senior
39,No,Non-Travel,Research & Development,2,Technical Degree,Female,5,Research Scientist,1,Married,17746,No,3,21,0,2,5,5,College,Low,Good,Excellent,Executive
24,No,Travel_Rarely,Research & Development,5,Other,Male,5,Research Scientist,2,Divorced,20000,Yes,3,39,5,1,39,10,Doctor,Medium,Bad,Excellent,Executive
34,No,Travel_Rarely,Sales,3,Technical Degree,Male,5,Sales Executive,3,Single,18907,No,3,24,5,2,18,8,Bachelor,High,Good,Excellent,Executive
19,No,Travel_Rarely,Sales,5,Human Resources,Female,1,Manager,2,Single,12015,Yes,4,31,5,4,31,14,Doctor,Medium,Best,Outstanding,Junior
29,Yes,Travel_Rarely,Research & Development,3,Marketing,Male,4,Research Director,1,Married,18715,No,3,26,2,3,26,2,Bachelor,Low,Better,Excellent,Lead
59,No,Travel_Rarely,Sales,2,Medical,Male,3,Sales Executive,4,Divorced,12872,No,4,1,1,1,0,0,College,Very High,Bad,Outstanding,Senior
35,No,Travel_Rarely,Research & Development,3,Human Resources,Female,4,Research Scientist,2,Married,16891,Yes,3,32,6,3,32,19,Bachelor,Medium,Better,Excellent,Lead
28,No,Travel_Frequently,Sales,2,Other,Female,1,Sales Representative,4,Married,9340,No,3,39,5,1,39,18,College,Very High,Bad,Excellent,Junior
33,Yes,Travel_Rarely,Sales,2,Technical Degree,Male,3,Manager,4,Married,16440,Yes,3,31,6,2,31,13,College,Very High,Good,Excellent,Senior
35,No,Non-Travel,Research & Development,4,Marketing,Male,3,Research Scientist,2,Single,13826,No,3,17,3,1,4,4,Master,Medium,Bad,Excellent,Senior
52,Yes,Non-Travel,Sales,2,Human Resources,Male,2,Manager,2,Divorced,14461,No,3,35,3,3,16,13,College,Medium,Better,Excellent,Mid
43,No,Travel_Rarely,Research & Development,3,Medical,Female,4,Research Scientist,2,Divorced,15192,Yes,3,20,6,1,7,7,Bachelor,Medium,Bad,Excellent,Lead
33,No,Travel_Rarely,Research & Development,4,Marketing,Male,4,Healthcare Representative,4,Married,20000,No,3,33,0,3,33,13,Master,Very High,Better,Excellent,Lead
23,No,Non-Travel,Research & Development,4,Other,Male,2,Research Scientist,3,Married,11495,Yes,3,15,5,3,8,8,Master,High,Better,Excellent,Mid
59,No,Travel_Rarely,Sales,2,Technical Degree,Female,5,Sales Representative,1,Divorced,18768,No,4,27,2,2,22,15,College,Low,Good,Outstanding,Executive
29,No,Travel_Rarely,Sales,5,Life Sciences,Male,1,Sales Representative,3,Divorced,13044,No,4,34,3,4,34,0,Doctor,High,Best,Outstanding,Junior
30,No,Travel_Rarely,Sales,5,Medical,Male,4,Sales Representative,4,Married,16649,No,3,14,4,4,6,6,Doctor,Very High,Best,Excellent,Lead
21,No,Travel_Rarely,Research & Development,4,Marketing,Male,2,Research Scientist,2,Married,11144,No,3,14,1,1,14,5,Master,Medium,Bad,Excellent,Mid
56,No,Travel_Rarely,Research & Development,2,Human Resources,Female,3,Laboratory Technician,2,Married,14945,No,3,19,4,3,19,16,College,Medium,Better,Excellent,Senior
19,No,Non-Travel,Sales,5,Human Resources,Male,2,Sales Executive,1,Married,12896,No,3,24,6,2,24,11,Doctor,Low,Good,Excellent,Mid
43,Yes,Travel_Frequently,Human Resources,2,Marketing,Male,5,Human Resources,1,Married,17600,No,3,32,3,4,2,2,College,Low,Best,Excellent,Executive
44,No,Travel_Rarely,Sales,2,Human Resources,Female,1,Manager,3,Single,8826,Yes,3,23,3,2,23,5,College,High,Good,Excellent,Junior
44,No,Travel_Rarely,Research & Development,4,Marketing,Male,5,Research Scientist,3,Married,20000,No,3,33,0,2,33,6,Master,High,Good,Excellent,Executive
32,No,Travel_Rarely,Research & Development,4,Medical,Male,3,Laboratory Technician,1,Married,16570,No,4,21,0,3,21,0,Master,Low,Better,Outstanding,Senior
25,No,Non-Travel,Human Resources,1,Human Resources,Male,3,Manager,4,Married,15143,No,3,38,5,1,10,0,Below College,Very High,Bad,Excellent,Senior
24,No,Travel_Rarely,Research & Development,5,Medical,Male,3,Laboratory Technician,3,Single,15485,Yes,3,12,6,3,7,4,Doctor,High,Better,Excellent,Senior
57,No,Non-Travel,Research & Development,5,Technical Degree,Male,3,Research Director,2,Married,19500,Yes,3,38,1,4,38,5,Doctor,Medium,Best,Excellent,Senior
29,Yes,Travel_Rarely,Sales,5,Technical Degree,Male,2,Sales Executive,2,Married,15310,No,3,34,5,4,34,15,Doctor,Medium,Best,Excellent,Mid
30,No,Non-Travel,Research & Development,3,Technical Degree,Male,3,Healthcare Representative,4,Single,17891,No,3,37,0,2,37,15,Bachelor,Very High,Good,Excellent,Senior
34,No,Travel_Rarely,Sales,2,Technical Degree,Male,3,Sales Executive,1,Married,15154,No,3,22,2,3,7,7,College,Low,Better,Excellent,Senior
